Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Rating,Restaurant Review,Restaurant Address,District/Kecamatan,City,Province,Additional Info
Fantasi Ronde,['Food Court'],"['Minuman', 'Makanan Jalanan']",['Indonesia'],50000,2.9,5,"Summarecon Mall Serpong, Lantai 2, Souq Pasar Malam, Jl. Gading Serpong Boulevard, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Cordelia,"['Toko Kue & Roti', 'Dessert Parlor']","['Deli', 'Desserts', 'Kue & Roti']",['Indonesia'],100000,3.6,21,"Jl. Kemang Selatan 1 No. M8, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Ramah untuk Anak', 'Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Bakso Bakwan Malang Cak Su Kumis,['Quick Bites'],"['Bakso', 'Snacks']","['Jawa', 'Indonesia']",60000,3.7,26,"Jl. Robusta Raya No. 3, Duren Sawit, Jakarta",Duren Sawit,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar']"
Linjani Restaurant - Bandara International Hotel,['Casual Dining'],['Kopi'],"['Eropa', 'Barat', 'Asia']",500000,3.3,10,"Bandara International Hotel, Soekarno Hatta International Airport, Jl. Raya Bandara, Benda, Tangerang",Benda,Tangerang Kota,Banten,"['Tempat duduk di luar', 'Sarapan', 'Reservasi meja direkomendasikan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Ayam Bang Hoody,['Quick Bites'],['Ayam'],['Indonesia'],120000,3.8,22,"Jl. TB Simatupang No. 1, Cilandak, Jakarta 12550",Pasar Minggu,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Ruang Sholat', 'Area Merokok', 'Di dalam ruangan']"
Sate Kambing H. Giyo,['Food Court'],"['Satay', 'Meat']",['Indonesia'],65000,3.4,8,"Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",Jatinegara,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Cubeng,['Quick Bites'],['Bakmi'],['Indonesia'],70000,3.5,37,"Jl. Muara Karang Raya, Muara Karang, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Nasi Uduk Kebon Kacang,['Quick Bites'],['Kopi'],"['Medan', 'Indonesia', 'Betawi']",60000,2.6,24,"Jl. Boulevard Hijau B8 No. 15, Medan Satria, Bekasi",Medan Satria,Bekasi Kota,Jawa Barat,"['Tempat duduk di luar', 'Bawa Pulang Tersedia', 'Sarapan']"
My Foodpedia,['Quick Bites'],['Kopi'],"['Barat', 'Itali', 'Indonesia']",60000,3.7,5,"Ruko Graha Mandiri, Jl. K.H.M. Yusuf Raya, Sukmajaya, Depok",Sukma Jaya,Depok,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia']"
New Merry,['Toko Kue & Roti'],['Kue & Roti'],['Indonesia'],80000,3.4,6,"Jl. Mangga Raya No. 10A, Green Ville, Jakarta",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Pesan Antar']"
Bakmi Ayam Kampung Citra 1,['Quick Bites'],"['Ayam', 'Bakmi']",['Indonesia'],80000,2.9,5,"Komplek Citra Garden 1, Jl. Alam Raya, Blok D8 No. 6, Daan Mogot, Jakarta",Kalideres,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Sarapan', 'Di dalam ruangan']"
SIAM,['Casual Dining'],['Grill House'],['Thai'],180000,2.7,24,"Benton Junction, Jl. Boulevard Palem Raya No. 38, Cibodas, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Casablanca Kebab & Nasi Goreng,['Quick Bites'],['Kebab'],"['Arab', 'Turki', 'Indonesia']",90000,4.0,107,"Jl. Tenggiri No. 39, Pulo Gadung, Jakarta 13220",Pulogadung,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Izakaya Warunk Nawa,['Quick Bites'],['Kopi'],"['Indonesia', 'Jepang']",150000,3.4,8,"Jl. Melawai 7 No. 6A, Melawai, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Coffee Nap,['Toko Minuman'],"['Tea', 'Kopi', 'Minuman']",['No Region'],80000,3.2,21,"Jl. G1 No. 9, Slipi, Jakarta",Palmerah,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Area Merokok', 'Di dalam ruangan']"
Kopi Ruang Tunggu,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,3.4,7,"Clean n Tidy, Lantai 2, Jl. Pluit Permai Raya No. 11, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Food District,['Quick Bites'],['Kopi'],"['Thai', 'Barat', 'Indonesia', 'Chinese']",150000,3.1,6,"IDX, Tower 2, Lantai Lower Level, Jl. Jenderal Sudirman, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Rumah Makan Karya Minang Jaya,['Quick Bites'],['Kopi'],"['Sumatera', 'Padang']",45000,2.8,5,"Jl. Tanah Abang 1 No. 22, Tanah Abang, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
Mie Ayam Jamur Family,['Quick Bites'],"['Ayam', 'Bakmi']",['Indonesia'],80000,2.6,9,"Jl. Gajah Mada No. 103, Gajah Mada, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Lapo Kim Long,['Food Court'],['Kopi'],['Batak'],160000,3.4,11,"Mall Artha Gading, Lantai 2, West Food Court,Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Di dalam ruangan', 'No Additional Info', 'Prasmanan', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Martabak 999,['Quick Bites'],"['Martabak', 'Makanan Jalanan']",['Indonesia'],60000,3.6,20,"Jl. Pos Pengumben No. 38, Kebayoran Lama, Jakarta",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['', 'Desserts and Bakes', 'Tempat duduk di luar', 'No Additional Info', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Riung Sari,['Casual Dining'],['Soto'],['Sunda'],150000,2.9,14,"Jl. Ir. H. Juanda No. 6, Gambir, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['No Additional Info', 'Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Pempek Kenari,['Quick Bites'],['Pempek'],['Palembang'],100000,3.7,13,"Ruko Modernland Metro, Blok B No. 19, Jl. Hartono Raya, Kec. Tangerang, Tangerang",Tangerang,Tangerang Kota,Banten,"['No Additional Info', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sahuta Coffee,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],100000,2.6,4,"Jl. H. Kodja Raya No.56, Beji, Depok",Beji,Depok,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakso Loncat Oke,['Food Court'],['Bakso'],['Indonesia'],60000,3.5,5,"Golden Truly Mall, Lantai 1, Food Court, Jl. Gunung Sahari No. 59, Gunung Sahari, Jakarta",Kemayoran,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapoer Benhil,['Quick Bites'],['Kopi'],['Indonesia'],100000,3.4,16,"Jl. Bendungan Jati Luhur No. 17, Bendungan Hilir, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
HG Cakes & Bakery,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],150000,2.6,6,"Gandaria City, Lantai 2, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Hanya Bawa Pulang', 'Desserts and Bakes']"
Sambal Lalap,['Quick Bites'],['Kopi'],"['Sunda', 'Indonesia']",100000,2.7,10,"Jl. Pemuda No. 1C, Tanah Sareal, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Di dalam ruangan', 'Tempat duduk di luar', 'Pesan Antar']"
Chicken Sogil,['Quick Bites'],"['Makanan Cepat Saji', 'Ayam']",['Indonesia'],60000,3.4,12,"Jl. Kavling Perkebunan No. 120, Cibodas, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
